Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name
ENSG00000237032,RPSAP7,,
ENSG00000214491,SEC14L6,,
ENSG00000185267,CDNF,ENSMUSG00000039496,Cdnf
ENSG00000105971,CAV2,ENSMUSG00000000058,Cav2
ENSG00000233671,CENPNP1,,
ENSG00000237722,MTND1P29,,
ENSG00000101842,VSIG1,ENSMUSG00000031430,Vsig1
ENSG00000230140,NPAS2-AS1,,
ENSG00000270437,,,
ENSG00000238250,ST6GAL2-IT1,,
ENSG00000236837,,,
ENSG00000187522,HSPA14,ENSMUSG00000109865,Hspa14
ENSG00000270387,,,
ENSG00000135953,MFSD9,ENSMUSG00000041945,Mfsd9
ENSG00000287571,,,
ENSG00000248339,LINC02504,,
ENSG00000251223,MTCO1P9,,
ENSG00000249425,LINC02477,,
ENSG00000241011,,,
ENSG00000145414,NAF1,ENSMUSG00000014907,Naf1
ENSG00000279237,,,
ENSG00000276765,MIR8073,,
ENSG00000231879,TXNL1P1,,
ENSG00000228074,UBBP5,,
ENSG00000197077,KIAA1671,ENSMUSG00000051339,2900026A02Rik
ENSG00000228473,LIN28AP2,,
ENSG00000266052,MIR4500,,
ENSG00000165300,SLITRK5,ENSMUSG00000033214,Slitrk5
ENSG00000126759,CFP,ENSMUSG00000001128,Cfp
ENSG00000129696,TTI2,ENSMUSG00000031577,Tti2
ENSG00000133030,MPRIP,ENSMUSG00000005417,Mprip
ENSG00000223404,LINC00397,,
ENSG00000197891,SLC22A12,ENSMUSG00000061742,Slc22a12
ENSG00000277640,,,
ENSG00000272046,,,
ENSG00000232204,TET1P1,,
ENSG00000276436,,,
ENSG00000226792,C13orf42,ENSMUSG00000100486,Gm4131
ENSG00000258272,,,
ENSG00000214178,PPIAP23,,
ENSG00000282864,,,
ENSG00000133103,COG6,ENSMUSG00000027742,Cog6
ENSG00000257146,,,
ENSG00000285030,,,
ENSG00000136040,PLXNC1,ENSMUSG00000074785,Plxnc1
ENSG00000185758,CLDN24,,
ENSG00000000005,TNMD,ENSMUSG00000031250,Tnmd
ENSG00000250372,MARK2P4,,
ENSG00000248980,SPCS3-AS1,,
ENSG00000271181,STMN3P1,,
ENSG00000279994,,,
ENSG00000100053,CRYBB3,ENSMUSG00000029352,Crybb3
ENSG00000164144,ARFIP1,ENSMUSG00000074513,Arfip1
ENSG00000115665,SLC5A7,ENSMUSG00000023945,Slc5a7
ENSG00000236460,SNX2P2,,
ENSG00000213744,RPS10P14,,
ENSG00000231556,RSL24D1P3,,
ENSG00000239648,MTND1P3,,
ENSG00000238116,RAD21P1,,
ENSG00000202231,,,
ENSG00000226624,RPL13AP16,,
ENSG00000230520,,,
ENSG00000237708,SPIN2P1,,
ENSG00000203485,INF2,ENSMUSG00000037679,Inf2
ENSG00000222303,RNU6-935P,,
ENSG00000287160,,,
ENSG00000271677,,,
ENSG00000253109,RPL12P22,,
ENSG00000238188,SPRING1P2,,
ENSG00000230682,GRPEL2P3,,
ENSG00000147256,ARHGAP36,ENSMUSG00000036198,Arhgap36
ENSG00000131459,GFPT2,ENSMUSG00000020363,Gfpt2
ENSG00000236641,,,
ENSG00000273489,,,
ENSG00000205268,PDE7A,ENSMUSG00000069094,Pde7a
ENSG00000244752,CRYBB2,ENSMUSG00000042240,Crybb2
ENSG00000101363,MANBAL,ENSMUSG00000063019,Manbal
ENSG00000287186,,,
ENSG00000225572,DOCK4-AS1,,
ENSG00000272912,,,
ENSG00000225308,ASS1P11,,
ENSG00000148842,CNNM2,ENSMUSG00000064105,Cnnm2
ENSG00000205174,LINC02903,,
ENSG00000280652,SCARNA5,,
ENSG00000281388,SCARNA6,,
ENSG00000281857,SAG,,
ENSG00000225358,MIPEPP1,,
ENSG00000106013,ANKRD7,,
ENSG00000125878,TCF15,ENSMUSG00000068079,Tcf15
ENSG00000279298,,,
ENSG00000100368,CSF2RB,ENSMUSG00000071713,Csf2rb
ENSG00000100368,CSF2RB,ENSMUSG00000071714,Csf2rb2
ENSG00000124243,BCAS4,,
ENSG00000125538,IL1B,ENSMUSG00000027398,Il1b
ENSG00000169900,PYDC1,,
ENSG00000119328,ABITRAM,ENSMUSG00000038827,Abitram
ENSG00000240677,MYL6P4,,
ENSG00000232199,RPL3P8,,
ENSG00000198839,ZNF277,ENSMUSG00000055917,Zfp277
ENSG00000261052,SULT1A3,ENSMUSG00000000739,Sult5a1
ENSG00000278498,,,
ENSG00000237827,RPS15AP29,,
ENSG00000213277,MARCKSL1P1,,
ENSG00000229256,ST13P13,,
ENSG00000235376,RPEL1,ENSMUSG00000026005,Rpe
ENSG00000244429,SSBL6P,,
ENSG00000148798,INA,ENSMUSG00000034336,Ina
ENSG00000114200,BCHE,ENSMUSG00000027792,Bche
ENSG00000119326,CTNNAL1,ENSMUSG00000038816,Ctnnal1
ENSG00000156374,PCGF6,ENSMUSG00000025050,Pcgf6
ENSG00000149634,SPATA25,ENSMUSG00000017767,Spata25
ENSG00000244274,DBNDD2,ENSMUSG00000017734,Dbndd2
ENSG00000237410,NRXN2-AS1,,
ENSG00000232916,HMGN2P27,,
ENSG00000254047,,,
ENSG00000249600,,,
ENSG00000253927,,,
ENSG00000068831,RASGRP2,ENSMUSG00000032946,Rasgrp2
ENSG00000254200,RPL7AP33,,
ENSG00000145919,BOD1,ENSMUSG00000044502,Bod1
ENSG00000264171,MIR4305,,
ENSG00000200526,RNY4P14,,
ENSG00000224351,CDKN2AIPNLP3,,
ENSG00000290704,,,
ENSG00000239408,,,
ENSG00000102445,RUBCNL,ENSMUSG00000034959,Rubcnl
ENSG00000242456,MTCO3P38,,
ENSG00000114790,ARHGEF26,ENSMUSG00000036885,Arhgef26
ENSG00000199331,Y_RNA,,
ENSG00000207698,MIR32,ENSMUSG00000065544,Mir32
ENSG00000277713,MIR6856,,
ENSG00000232172,,,
ENSG00000241198,RN7SL191P,,
ENSG00000224797,,,
ENSG00000188710,QRFP,ENSMUSG00000043102,Qrfp
ENSG00000269405,NXF2,ENSMUSG00000031410,Nxf7
ENSG00000269405,NXF2,ENSMUSG00000009941,Nxf2
ENSG00000282982,MAP4K1-AS1,,
ENSG00000282986,EIF3K,,
ENSG00000130720,FIBCD1,ENSMUSG00000026841,Fibcd1
ENSG00000212413,RNU11-3P,,
ENSG00000173915,ATP5MK,ENSMUSG00000071528,Atp5mk
ENSG00000100077,GRK3,ENSMUSG00000042249,Grk3
ENSG00000150938,CRIM1,ENSMUSG00000024074,Crim1
ENSG00000253449,,,
ENSG00000164609,SLU7,ENSMUSG00000020409,Slu7
ENSG00000271379,,,
ENSG00000257642,C12orf75-AS1,,
ENSG00000271579,,,
ENSG00000111046,MYF6,ENSMUSG00000035923,Myf6
ENSG00000167011,NAT16,,
ENSG00000227283,RPL35AP12,,
ENSG00000250200,,,
ENSG00000218336,TENM3,ENSMUSG00000031561,Tenm3
ENSG00000130711,PRDM12,ENSMUSG00000079466,Prdm12
ENSG00000273746,,,
ENSG00000231590,,,
ENSG00000158164,TMSB15A,,
ENSG00000111142,METAP2,ENSMUSG00000036112,Metap2
ENSG00000184408,KCND2,ENSMUSG00000060882,Kcnd2
ENSG00000271005,CTHRC1P1,,
ENSG00000280928,,,
ENSG00000102010,BMX,ENSMUSG00000031377,Bmx
ENSG00000281623,Y_RNA,,
ENSG00000268707,,,
ENSG00000184903,IMMP2L,ENSMUSG00000056899,Immp2l
ENSG00000188483,IER5L,ENSMUSG00000089762,Ier5l
ENSG00000242281,RN7SL159P,,
ENSG00000236146,,,
ENSG00000226355,,,
ENSG00000261334,,,
ENSG00000235007,,,
ENSG00000204055,IER5L-AS1,,
ENSG00000173320,STOX2,ENSMUSG00000038143,Stox2
ENSG00000234680,VN2R3P,,
ENSG00000263179,HNRNPCP4,,
ENSG00000100206,DMC1,ENSMUSG00000022429,Dmc1
ENSG00000104450,SPAG1,ENSMUSG00000037617,Spag1
ENSG00000175643,RMI2,ENSMUSG00000037991,Rmi2
ENSG00000278496,,,
ENSG00000122026,RPL21,ENSMUSG00000041453,Rpl21
ENSG00000226625,RBM17P1,,
ENSG00000271454,,,
ENSG00000243695,,,
ENSG00000278825,RN7SL640P,,
ENSG00000204849,SPATA31A1,ENSMUSG00000056223,Spata31
ENSG00000283867,MIR1307,,
ENSG00000176273,SLC35G1,ENSMUSG00000044026,Slc35g1
ENSG00000196421,C20orf204,ENSMUSG00000108976,Gm29797
ENSG00000129128,SPCS3,ENSMUSG00000048355,Arxes1
ENSG00000129128,SPCS3,ENSMUSG00000048040,Arxes2
ENSG00000178279,TNP2,ENSMUSG00000043050,Tnp2
ENSG00000125508,SRMS,ENSMUSG00000027579,Srms
ENSG00000242036,CYCSP56,,
ENSG00000244493,SLC9A9-AS2,,
ENSG00000149599,DUSP15,ENSMUSG00000042662,Dusp15
ENSG00000240804,NPM1P28,,
ENSG00000244571,RPS6P4,,
ENSG00000178257,PRM3,ENSMUSG00000050058,Prm3
ENSG00000146955,RAB19,ENSMUSG00000029923,Rab19
ENSG00000169908,TM4SF1,ENSMUSG00000027800,Tm4sf1
ENSG00000212228,,,
ENSG00000184108,TRIML1,ENSMUSG00000031651,Triml1
ENSG00000229707,SKP1P3,,
ENSG00000269692,FKBP4P2,,
ENSG00000122304,PRM2,ENSMUSG00000038015,Prm2
ENSG00000273994,SDR42E1P1,,
ENSG00000234720,ATP5F1AP8,,
ENSG00000232239,RBPJP5,,
ENSG00000229273,,,
ENSG00000277774,RN7SL763P,,
ENSG00000252724,SNORA70,ENSMUSG00000088005,Gm24787
ENSG00000232798,,,
ENSG00000237846,,,
ENSG00000228136,,,
ENSG00000280792,,,
ENSG00000163541,SUCLG1,ENSMUSG00000052738,Suclg1
ENSG00000281384,,,
ENSG00000164465,DCBLD1,ENSMUSG00000019891,Dcbld1
ENSG00000236966,,,
ENSG00000283211,,,
ENSG00000283246,MEP1AP1,,
ENSG00000212441,RNU6-1269P,ENSMUSG00001118663,Gm23503
ENSG00000234724,HDAC1P1,,
ENSG00000234812,,,
ENSG00000224681,,,
ENSG00000206631,RNU6-657P,,
ENSG00000227069,CNN2P2,,
ENSG00000274157,,,
ENSG00000228553,,,
ENSG00000273450,,,
ENSG00000119457,SLC46A2,ENSMUSG00000028386,Slc46a2
ENSG00000173145,NOC3L,ENSMUSG00000024999,Noc3l
ENSG00000253683,,,
ENSG00000198420,TCAF1,ENSMUSG00000036667,Tcaf1
ENSG00000118322,ATP10B,ENSMUSG00000055415,Atp10b
ENSG00000151617,EDNRA,ENSMUSG00000031616,Ednra
ENSG00000175646,PRM1,,
ENSG00000271631,SLC46A2-AS1,,
ENSG00000237906,MUPP,,
ENSG00000285115,,,
ENSG00000125731,SH2D3A,,
ENSG00000284763,,,
ENSG00000284962,,,
ENSG00000285076,,,
ENSG00000284867,,,
ENSG00000285370,,,
ENSG00000136867,SLC31A2,ENSMUSG00000066152,Slc31a2
ENSG00000287429,,,
ENSG00000221801,MIR548H2,,
ENSG00000199668,Y_RNA,,
ENSG00000207500,SNORD102,ENSMUSG00000077185,Gm25091
ENSG00000262636,,,
ENSG00000207051,SNORA27,ENSMUSG00000077564,Gm23202
ENSG00000184602,SNN,ENSMUSG00000037972,Snn
ENSG00000122035,RASL11A,ENSMUSG00000029641,Rasl11a
ENSG00000248374,UBTD2P1,,
ENSG00000252247,RNU6-70P,,
ENSG00000249417,,,
ENSG00000293701,,,
ENSG00000274505,Metazoa_SRP,,
ENSG00000249290,,,
ENSG00000293703,,,
ENSG00000278985,,,
ENSG00000285602,,,
ENSG00000231473,RB1-DT,,
ENSG00000284512,,,
ENSG00000237539,,,
ENSG00000261061,,,
ENSG00000200620,,ENSMUSG00000099280,Gm27991
ENSG00000281371,INE2,,
ENSG00000166454,ATMIN,ENSMUSG00000047388,Atmin
ENSG00000165204,OR1K1,,
ENSG00000182287,AP1S2,ENSMUSG00000031367,Ap1s2
ENSG00000233425,KRT18P67,,
ENSG00000056586,RC3H2,ENSMUSG00000075376,Rc3h2
ENSG00000293729,,,
ENSG00000289878,,,
ENSG00000104435,STMN2,ENSMUSG00000027500,Stmn2
ENSG00000289125,,,
ENSG00000240704,KLF7P1,,
ENSG00000293794,,,
ENSG00000241929,WDR70P1,,
ENSG00000293803,,,
ENSG00000287916,,,
ENSG00000293839,,,
ENSG00000241168,,,
ENSG00000232685,LINC00442,,
ENSG00000181804,SLC9A9,ENSMUSG00000031129,Slc9a9
ENSG00000293895,,,
ENSG00000293906,,,
ENSG00000293993,,,
ENSG00000260643,,,
ENSG00000294000,,,
ENSG00000197157,SND1,ENSMUSG00000001424,Snd1
ENSG00000294016,,,
ENSG00000245059,C16orf46-DT,,
ENSG00000294033,,,
ENSG00000140905,GCSH,ENSMUSG00000034424,Gcsh
ENSG00000146242,TPBG,ENSMUSG00000035274,Tpbg
ENSG00000284361,MIR4745,,
ENSG00000263414,MIR3187,,
ENSG00000278338,VWA8-AS1,,
ENSG00000170608,FOXA3,ENSMUSG00000040891,Foxa3
ENSG00000073169,SELENOO,ENSMUSG00000035757,Selenoo
ENSG00000189241,TSPYL1,ENSMUSG00000047514,Tspyl1
ENSG00000294074,,,
ENSG00000294096,,,
ENSG00000237637,FRY-AS1,,
ENSG00000112246,SIM1,ENSMUSG00000019913,Sim1
ENSG00000170604,IRF2BP1,ENSMUSG00000044030,Irf2bp1
ENSG00000282739,SLC25A26,,
ENSG00000108239,TBC1D12,ENSMUSG00000048720,Tbc1d12
ENSG00000294129,,,
ENSG00000176182,MYPOP,ENSMUSG00000048481,Mypop
ENSG00000236533,RPS12P4,,
ENSG00000294130,,,
ENSG00000294162,,,
ENSG00000282844,ACTN4,,
ENSG00000231570,PPIAP63,,
ENSG00000276476,LINC00540,,
ENSG00000174306,ZHX3,ENSMUSG00000035877,Zhx3
ENSG00000143924,EML4,ENSMUSG00000032624,Eml4
ENSG00000188425,NANOS2,ENSMUSG00000051965,Nanos2
ENSG00000196104,SPOCK3,ENSMUSG00000054162,Spock3
ENSG00000104983,CCDC61,ENSMUSG00000074358,Ccdc61
ENSG00000294266,,,
ENSG00000294291,,,
ENSG00000226370,LINC00375,,
ENSG00000294312,,,
ENSG00000293412,GUCY1B2,,
ENSG00000204764,RANBP17,ENSMUSG00000040594,Ranbp17
ENSG00000124789,NUP153,ENSMUSG00000021374,Nup153
ENSG00000061987,MON2,ENSMUSG00000034602,Mon2
ENSG00000241874,TOMM22P6,,
ENSG00000154328,NEIL2,ENSMUSG00000035121,Neil2
ENSG00000114670,NEK11,ENSMUSG00000035032,Nek11
ENSG00000235746,CTBP2P2,,
ENSG00000237297,,,
ENSG00000159307,SCUBE1,ENSMUSG00000016763,Scube1
ENSG00000261456,TUBB8,,
ENSG00000200566,RNU5F-7P,,
ENSG00000226536,SETP15,,
ENSG00000169188,APEX2,ENSMUSG00000025269,Apex2
ENSG00000276662,DDX20P1,,
ENSG00000212331,RNA5SP297,,
ENSG00000211580,MIR769,,
ENSG00000008438,PGLYRP1,ENSMUSG00000030413,Pglyrp1
ENSG00000201861,RNA5SP298,,
ENSG00000239822,RN7SL754P,,
ENSG00000080845,DLGAP4,ENSMUSG00000061689,Dlgap4
ENSG00000252608,RNU6-1191P,ENSMUSG00000089164,Gm24131
ENSG00000233021,,,
ENSG00000224948,ATP5MC1P8,,
ENSG00000135697,BCO1,ENSMUSG00000031845,Bco1
ENSG00000236467,KCNMA1-AS1,,
ENSG00000268401,,,
ENSG00000224500,,,
ENSG00000268053,,,
ENSG00000188624,IGFL3,,
ENSG00000228092,COX6CP15,,
ENSG00000199592,RNA5SP321,,
ENSG00000213514,,,
ENSG00000277981,,,
ENSG00000225652,KCNMA1-AS3,,
ENSG00000158578,ALAS2,ENSMUSG00000025270,Alas2
ENSG00000165471,MBL2,ENSMUSG00000024863,Mbl2
ENSG00000105880,DLX5,ENSMUSG00000029755,Dlx5
ENSG00000259339,TGIF1P1,,
ENSG00000259605,,,
ENSG00000268434,,,
ENSG00000280182,,,
ENSG00000244486,SCARF2,ENSMUSG00000012017,Scarf2
ENSG00000284473,MIR4720,,
ENSG00000279021,,,
ENSG00000260229,PPIAP51,,
ENSG00000226962,RAC1P6,,
ENSG00000276544,RN7SL453P,,
ENSG00000214194,SMIM30,ENSMUSG00000052419,Smim30
ENSG00000279476,,,
ENSG00000273760,,,
ENSG00000277255,MIR7854,,
ENSG00000275109,MIR6504,,
ENSG00000279681,,,
ENSG00000276430,FAM25C,ENSMUSG00000043681,Fam25a
ENSG00000282510,RNU6-787P,,
ENSG00000279294,,,
ENSG00000282585,RN7SL482P,,
ENSG00000279841,,,
ENSG00000239118,MIR1972-2,,
ENSG00000241183,,,
ENSG00000185800,DMWD,ENSMUSG00000030410,Dmwd
ENSG00000172260,NEGR1,ENSMUSG00000040037,Negr1
ENSG00000090857,PDPR,ENSMUSG00000033624,Pdpr
ENSG00000212447,SNORD90,ENSMUSG00000077756,Snord90
ENSG00000186130,ZBTB6,ENSMUSG00000066798,Zbtb6
ENSG00000104369,JPH1,ENSMUSG00000042686,Jph1
ENSG00000171448,ZBTB26,ENSMUSG00000050714,Zbtb26
ENSG00000201548,Y_RNA,,
ENSG00000237205,RPL7P34,,
ENSG00000225583,COX6A1P6,,
ENSG00000182333,LIPF,ENSMUSG00000024768,Lipf
ENSG00000128536,CDHR3,ENSMUSG00000035860,Cdhr3
ENSG00000285473,,,
ENSG00000104941,RSPH6A,ENSMUSG00000040866,Rsph6a
ENSG00000234578,,,
ENSG00000011454,RABGAP1,ENSMUSG00000035437,Rabgap1
ENSG00000229505,,,
ENSG00000228187,,,
ENSG00000182183,SHISAL2A,ENSMUSG00000059816,Shisal2a
ENSG00000134153,EMC7,ENSMUSG00000055943,Emc7
ENSG00000207417,Y_RNA,,
ENSG00000266502,MIR5681A,,
ENSG00000283505,MIR5681B,,
ENSG00000236407,HMGB1P18,,
ENSG00000253341,PCBP2P2,,
ENSG00000271949,,,
ENSG00000187838,PLSCR3,ENSMUSG00000019461,Plscr3
ENSG00000227062,,,
ENSG00000283188,MIR2052,,
ENSG00000253777,,,
ENSG00000067334,DNTTIP2,ENSMUSG00000039756,Dnttip2
ENSG00000104760,FGL1,ENSMUSG00000031594,Fgl1
ENSG00000120436,GPR31,ENSMUSG00000071311,Gpr31b
ENSG00000145982,FARS2,ENSMUSG00000021420,Fars2
ENSG00000294374,,,
ENSG00000294408,,,
ENSG00000291569,,,
ENSG00000294492,,,
ENSG00000291570,MCPH1-DT,,
ENSG00000225579,EDNRB-AS1,,
ENSG00000130538,OR11H1,,
ENSG00000133460,SLC2A11,,
ENSG00000294543,,,
ENSG00000294555,,,
ENSG00000282976,,,
ENSG00000231221,LINC01593,,
ENSG00000236133,LINC01069,,
ENSG00000282869,,,
ENSG00000234065,MTND4P26,,
ENSG00000283011,RNU6-140P,,
ENSG00000243094,RPL32P2,,
ENSG00000282992,LGALS4,,
ENSG00000230950,MTND2P21,,
ENSG00000088899,LZTS3,ENSMUSG00000037703,Lzts3
ENSG00000182405,PGBD4,,
ENSG00000237745,RPL22P8,,
ENSG00000235011,,,
ENSG00000213559,HNRNPA1P64,,
ENSG00000294610,,,
ENSG00000287960,,,
ENSG00000294617,,,
ENSG00000260112,,,
ENSG00000134152,KATNBL1,ENSMUSG00000027132,Katnbl1
ENSG00000294632,,,
ENSG00000294700,,,
ENSG00000231822,SMC3P1,,
ENSG00000287587,,,
ENSG00000232882,PHKA1P1,,
ENSG00000172985,SH3RF3,ENSMUSG00000037990,Sh3rf3
ENSG00000294713,,,
ENSG00000130818,ZNF426,ENSMUSG00000059475,Zfp426
ENSG00000294728,,,
ENSG00000278283,,,
ENSG00000234466,HDGFL3P1,,
ENSG00000294764,,,
ENSG00000238269,PAGE2B,,
ENSG00000294782,,,
ENSG00000273552,,,
ENSG00000294915,,,
ENSG00000294971,,,
ENSG00000171502,COL24A1,,
ENSG00000294976,,,
ENSG00000294989,,,
ENSG00000295193,,,
ENSG00000295196,,,
ENSG00000295202,,,
ENSG00000295213,,,
ENSG00000068976,PYGM,ENSMUSG00000032648,Pygm
ENSG00000280154,,,
ENSG00000224344,KNOP1P3,,
ENSG00000170417,TMEM182,ENSMUSG00000079588,Tmem182
ENSG00000125895,TMEM74B,ENSMUSG00000044364,Tmem74b
ENSG00000295243,,,
ENSG00000295247,,,
ENSG00000295255,,,
ENSG00000295271,,,
ENSG00000047579,DTNBP1,ENSMUSG00000057531,Dtnbp1
ENSG00000295363,,,
ENSG00000234068,PAGE2,,
ENSG00000295391,,,
ENSG00000295403,,,
ENSG00000295423,,,
ENSG00000132670,PTPRA,ENSMUSG00000027303,Ptpra
ENSG00000230490,,,
ENSG00000223886,,,
ENSG00000231295,,,
ENSG00000006453,BAIAP2L1,ENSMUSG00000038859,Baiap2l1
ENSG00000278319,,,
ENSG00000171469,ZNF561,ENSMUSG00000000103,Zfy2
ENSG00000171469,ZNF561,ENSMUSG00000053211,Zfy1
ENSG00000276929,,,
ENSG00000186678,,,
ENSG00000229760,MTCO1P52,,
ENSG00000231947,MTND2P24,,
ENSG00000238047,MTND1P30,,
ENSG00000271408,NAPGP1,,
ENSG00000226358,KRT8P38,,
ENSG00000235150,RCBTB2P1,,
ENSG00000173239,LIPM,ENSMUSG00000056078,Lipm
ENSG00000196924,FLNA,ENSMUSG00000031328,Flna
ENSG00000253215,,,
ENSG00000131979,GCH1,ENSMUSG00000037580,Gch1
ENSG00000223496,EXOSC6,ENSMUSG00000109941,Exosc6
ENSG00000265648,RN7SL279P,,
ENSG00000222351,RNY1P15,,
ENSG00000213216,,,
ENSG00000225078,,,
ENSG00000295576,,,
ENSG00000236901,MIR600HG,,
ENSG00000288767,,,
ENSG00000157349,DDX19B,ENSMUSG00000033658,Ddx19b
ENSG00000104763,ASAH1,ENSMUSG00000031591,Asah1
ENSG00000282853,ECH1,,
ENSG00000291571,,,
ENSG00000291572,,,
ENSG00000295604,,,
ENSG00000291573,IGKV2OR2-1,,
ENSG00000291574,TMEM131,,
ENSG00000165209,STRBP,ENSMUSG00000026915,Strbp
ENSG00000295607,,,
ENSG00000295618,,,
ENSG00000204020,LIPN,ENSMUSG00000024770,Lipn
ENSG00000295623,,,
ENSG00000295634,,,
ENSG00000291575,IGKV2OR2-2,,
ENSG00000291576,IGKV1OR2-3,,
ENSG00000291577,TRIM43CP,,
ENSG00000295661,,,
ENSG00000291578,,,
ENSG00000295680,,,
ENSG00000291579,GPAT2P2,,
ENSG00000269955,FMC1-LUC7L2,,
ENSG00000295685,,,
ENSG00000234535,,,
ENSG00000288060,,,
ENSG00000291580,RN7SL313P,,
ENSG00000291581,FAHD2B,,
ENSG00000278630,LINC02335,,
ENSG00000200887,RNU6-598P,,
ENSG00000230125,EEF1A1P39,,
ENSG00000291582,ANKRD36,,
ENSG00000259994,,,
ENSG00000285824,,,
ENSG00000230142,LINC01075,,
ENSG00000250833,DNM1P17,,
ENSG00000241621,GOLGA2P6,,
ENSG00000295740,,,
ENSG00000239625,RN7SL241P,,
ENSG00000231607,DLEU2,,
ENSG00000284277,MIR7162,,
ENSG00000214434,NIFKP1,,
ENSG00000235679,,,
ENSG00000224473,CCND3P1,,
ENSG00000107968,MAP3K8,ENSMUSG00000024235,Map3k8
ENSG00000235871,,,
ENSG00000143891,GALM,ENSMUSG00000035473,Galm
ENSG00000271096,SUMO2P14,,
ENSG00000291583,,,
ENSG00000103200,,,
ENSG00000226671,,,
ENSG00000270516,,,
ENSG00000105967,TFEC,ENSMUSG00000029553,Tfec
ENSG00000291584,,,
ENSG00000291585,IGKV1OR2-9,,
ENSG00000291586,IGKV2OR2-10,,
ENSG00000291587,IGKV2OR2-7D,,
ENSG00000291588,IGKV3OR2-5,,
ENSG00000291589,IGKV1OR2-6,,
ENSG00000291590,IGKV2OR2-7,,
ENSG00000291591,IGKV2OR2-8,,
ENSG00000291592,IGKV1OR2-11,,
ENSG00000291593,,,
ENSG00000291594,,,
ENSG00000291595,UBTFL6,,
ENSG00000291596,COX5B,,
ENSG00000291597,ACTR1B,,
ENSG00000128463,EMC4,ENSMUSG00000027131,Emc4
ENSG00000291598,C2orf92,,
ENSG00000262481,TMEM256-PLSCR3,,
ENSG00000168067,MAP4K2,ENSMUSG00000024948,Map4k2
ENSG00000213778,HNRNPA1P32,,
ENSG00000239744,RN7SL63P,,
ENSG00000230298,,,
ENSG00000226734,SNRPGP12,,
ENSG00000228417,,,
ENSG00000214067,,,
ENSG00000119953,SMNDC1,ENSMUSG00000025024,Smndc1
ENSG00000291599,RNU4-8P,,
ENSG00000291600,ANKRD36B,,
ENSG00000270470,,,
ENSG00000237614,,,
ENSG00000150551,LYPD1,ENSMUSG00000026344,Lypd1
ENSG00000205544,TMEM256,ENSMUSG00000070394,Tmem256
ENSG00000291601,HMGN1P36,,
ENSG00000291602,RNU7-96P,,
ENSG00000291603,ZAP70,,
ENSG00000169992,NLGN2,ENSMUSG00000051790,Nlgn2
ENSG00000205767,RPL31P5,,
ENSG00000270878,GCATP1,,
ENSG00000258800,,,
ENSG00000278131,,,
ENSG00000258645,HSPE1P2,,
ENSG00000227294,,,
ENSG00000202490,RNU6-597P,,
ENSG00000206822,Y_RNA,,
ENSG00000271532,BBIP1P1,,
ENSG00000207172,RNU6-1162P,,
ENSG00000286515,,,
ENSG00000200693,U3,,
ENSG00000258778,EIF2S2P1,,
ENSG00000280228,AMANZI,,
ENSG00000272895,,,
ENSG00000237642,HMGB3P5,,
ENSG00000252749,RNU7-116P,,
ENSG00000138166,DUSP5,ENSMUSG00000034765,Dusp5
ENSG00000258411,,,
ENSG00000259468,,,
ENSG00000270190,,,
ENSG00000270912,RPS28P1,,
ENSG00000207091,Y_RNA,,
ENSG00000228488,,,
ENSG00000259904,ACTG1P15,,
ENSG00000202182,Y_RNA,,
ENSG00000221537,MIR548H1,,
ENSG00000226481,ACTR3BP2,,
ENSG00000221649,MIR1233-1,,
ENSG00000214770,,,
ENSG00000260639,,,
ENSG00000282832,,,
ENSG00000223549,MTND5P28,,
ENSG00000261081,,,
ENSG00000284664,,,
ENSG00000271511,,,
ENSG00000235717,DPP10-AS2,,
ENSG00000279092,,,
ENSG00000235235,IGKV1OR2-1,,
ENSG00000185559,DLK1,ENSMUSG00000040856,Dlk1
ENSG00000260275,,,
ENSG00000088205,DDX18,ENSMUSG00000001674,Ddx18
ENSG00000171466,ZNF562,ENSMUSG00000000103,Zfy2
ENSG00000171466,ZNF562,ENSMUSG00000053211,Zfy1
ENSG00000140526,ABHD2,ENSMUSG00000039202,Abhd2
ENSG00000283077,,,
ENSG00000282947,HNRNPL,,
ENSG00000262880,,,
ENSG00000008197,TFAP2D,ENSMUSG00000042596,Tfap2d
ENSG00000165076,PRSS37,ENSMUSG00000029909,Prss37
ENSG00000248710,TRIM59-IFT80,,
ENSG00000181323,SPEM1,ENSMUSG00000041165,Spem1
ENSG00000137393,RNF144B,ENSMUSG00000038068,Rnf144b
ENSG00000107951,MTPAP,ENSMUSG00000024234,Mtpap
ENSG00000184560,SPEM2,ENSMUSG00000044084,Spem2
ENSG00000121858,TNFSF10,ENSMUSG00000039304,Tnfsf10
ENSG00000283439,SPEM3,ENSMUSG00000109737,Spem3
ENSG00000168994,PXDC1,ENSMUSG00000021411,Pxdc1
ENSG00000286007,,,
ENSG00000181284,TMEM102,ENSMUSG00000089876,Tmem102
ENSG00000283302,C13orf46,,
ENSG00000161958,FGF11,ENSMUSG00000042826,Fgf11
ENSG00000280477,RASA3,,
ENSG00000234358,RPL7AP42,,
ENSG00000009765,IYD,ENSMUSG00000019762,Iyd
ENSG00000106049,HIBADH,ENSMUSG00000029776,Hibadh
ENSG00000239830,RPS4XP22,,
ENSG00000277587,,,
ENSG00000267490,,,
ENSG00000283031,,,
ENSG00000267612,,,
ENSG00000267370,,,
